p1		p2	
6850	SYK	2244	FGB
6850	SYK	2243	FGA
79048	SECISBP2	60678	EEFSEC
1282	COL4A1	3690	ITGB3
1282	COL4A1	3688	ITGB1
1282	COL4A1	871	SERPINH1
1282	COL4A1	1284	COL4A2
53358	SHC3	2885	GRB2
53358	SHC3	5979	RET
53358	SHC3	6654	SOS1
3055	HCK	1947	EFNB1
3055	HCK	2048	EPHB2
3055	HCK	6850	SYK
3055	HCK	5293	PIK3CD
3055	HCK	285220	EPHA6
3055	HCK	2047	EPHB1
3055	HCK	5335	PLCG1
3055	HCK	5295	PIK3R1
3055	HCK	8503	PIK3R3
3055	HCK	5290	PIK3CA
3055	HCK	7535	ZAP70
3055	HCK	2044	EPHA5
3055	HCK	2043	EPHA4
3055	HCK	5291	PIK3CB
3055	HCK	3689	ITGB2
3055	HCK	1946	EFNA5
3055	HCK	2042	EPHA3
3055	HCK	5336	PLCG2
3055	HCK	2045	EPHA7
8660	IRS2	3667	IRS1
8660	IRS2	3566	IL4R
8660	IRS2	5290	PIK3CA
8660	IRS2	3480	IGF1R
8660	IRS2	5295	PIK3R1
8660	IRS2	5291	PIK3CB
8660	IRS2	3643	INSR
8660	IRS2	3932	LCK
8660	IRS2	3716	JAK1
8660	IRS2	5979	RET
8660	IRS2	3717	JAK2
8660	IRS2	3718	JAK3
10673	TNFSF13B	608	TNFRSF17
1740	DLG2	2906	GRIN2D
1740	DLG2	57502	NLGN4X
1740	DLG2	2904	GRIN2B
1740	DLG2	2905	GRIN2C
1740	DLG2	57555	NLGN2
1740	DLG2	9229	DLGAP1
1740	DLG2	2903	GRIN2A
1740	DLG2	22829	NLGN4Y
1740	DLG2	22871	NLGN1
1740	DLG2	54413	NLGN3
1740	DLG2	2902	GRIN1
1740	DLG2	9228	DLGAP2
1740	DLG2	85358	SHANK3
3107	HLA-C	925	CD8A
3107	HLA-C	567	B2M
54518	APBB1IP	3845	KRAS
54518	APBB1IP	3265	HRAS
54518	APBB1IP	7094	TLN1
54518	APBB1IP	4893	NRAS
7133	TNFRSF1B	329	BIRC2
7133	TNFRSF1B	330	BIRC3
3190	HNRNPK	3187	HNRNPH1
3190	HNRNPK	3188	HNRNPH2
778	CACNA1F	93589	CACNA2D4
778	CACNA1F	775	CACNA1C
778	CACNA1F	776	CACNA1D
778	CACNA1F	784	CACNB3
778	CACNA1F	783	CACNB2
778	CACNA1F	782	CACNB1
778	CACNA1F	9254	CACNA2D2
778	CACNA1F	55799	CACNA2D3
778	CACNA1F	785	CACNB4
778	CACNA1F	781	CACNA2D1
5095	PCCA	5096	PCCB
252983	STXBP4	6810	STX4
29979	UBQLN1	4905	NSF
29979	UBQLN1	29924	EPN1
29979	UBQLN1	22905	EPN2
23348	DOCK9	998	CDC42
23348	DOCK9	5879	RAC1
4878	NPPA	4881	NPR1
7088	TLE1	3280	HES1
7088	TLE1	51176	LEF1
7088	TLE1	83439	TCF7L1
7088	TLE1	6932	TCF7
7088	TLE1	1499	CTNNB1
7088	TLE1	3065	HDAC1
7088	TLE1	6934	TCF7L2
7091	TLE4	6934	TCF7L2
7091	TLE4	3280	HES1
7091	TLE4	51176	LEF1
7091	TLE4	83439	TCF7L1
7091	TLE4	6932	TCF7
7091	TLE4	3065	HDAC1
2017	CTTN	9026	HIP1R
2017	CTTN	10096	ACTR3
2017	CTTN	6233	RPS27A
2017	CTTN	7314	UBB
2017	CTTN	7316	UBC
2017	CTTN	2534	FYN
2017	CTTN	1785	DNM2
2017	CTTN	26052	DNM3
2017	CTTN	6714	SRC
2017	CTTN	58	ACTA1
2017	CTTN	1759	DNM1
2017	CTTN	7311	UBA52
5305	PIP4K2A	79837	PIP4K2C
84131	CEP78	9662	CEP135
84131	CEP78	132320	SCLT1
84131	CEP78	80254	CEP63
84131	CEP78	8481	OFD1
84131	CEP78	4957	ODF2
84131	CEP78	54903	MKS1
84131	CEP78	22995	CEP152
84131	CEP78	80184	CEP290
9630	GNA14	2693	GHSR
9630	GNA14	128674	PROKR2
9630	GNA14	623	BDKRB1
9630	GNA14	2862	MLNR
9630	GNA14	2798	GNRHR
9630	GNA14	2784	GNB3
9630	GNA14	59345	GNB4
9630	GNA14	84634	KISS1R
9630	GNA14	185	AGTR1
9630	GNA14	5290	PIK3CA
9630	GNA14	51764	GNG13
9630	GNA14	2791	GNG11
9630	GNA14	2792	GNGT1
9630	GNA14	2847	MCHR1
9630	GNA14	56923	NMUR2
9630	GNA14	1131	CHRM3
9630	GNA14	4829	NMBR
9630	GNA14	3357	HTR2B
9630	GNA14	5330	PLCB2
9630	GNA14	10681	GNB5
9630	GNA14	2775	GNAO1
9630	GNA14	8477	GPR65
9630	GNA14	3358	HTR2C
9630	GNA14	64106	NPFFR1
9630	GNA14	5331	PLCB3
9630	GNA14	84539	MCHR2
9630	GNA14	5731	PTGER1
9630	GNA14	2785	GNG3
9630	GNA14	886	CCKAR
9630	GNA14	2793	GNGT2
9630	GNA14	552	AVPR1A
9630	GNA14	94235	GNG8
9630	GNA14	23620	NTSR2
9630	GNA14	10887	PROKR1
9630	GNA14	10316	NMUR1
9630	GNA14	2783	GNB2
9630	GNA14	1128	CHRM1
9630	GNA14	147	ADRA1B
9630	GNA14	1241	LTB4R
9630	GNA14	10886	NPFFR2
9630	GNA14	7201	TRHR
9630	GNA14	1909	EDNRA
9630	GNA14	5021	OXTR
9630	GNA14	2837	UTS2R
9630	GNA14	887	CCKBR
9630	GNA14	54331	GNG2
9630	GNA14	5332	PLCB4
9630	GNA14	23236	PLCB1
9630	GNA14	2770	GNAI1
9630	GNA14	10161	LPAR6
9630	GNA14	1902	LPAR1
9630	GNA14	387129	NPSR1
9630	GNA14	114814	GNRHR2
9630	GNA14	2786	GNG4
9630	GNA14	2773	GNAI3
9630	GNA14	4923	NTSR1
9630	GNA14	2787	GNG5
9630	GNA14	23566	LPAR3
9630	GNA14	55970	GNG12
9630	GNA14	5737	PTGFR
9630	GNA14	680	BRS3
9630	GNA14	3062	HCRTR2
9630	GNA14	94233	OPN4
9630	GNA14	2846	LPAR4
9630	GNA14	3061	HCRTR1
9630	GNA14	146	ADRA1D
9630	GNA14	2790	GNG10
9630	GNA14	1910	EDNRB
9630	GNA14	2782	GNB1
9630	GNA14	3356	HTR2A
9630	GNA14	148	ADRA1A
9630	GNA14	2925	GRPR
9630	GNA14	2788	GNG7
9630	GNA14	1133	CHRM5
9630	GNA14	84109	QRFPR
9630	GNA14	9170	LPAR2
9630	GNA14	6915	TBXA2R
9630	GNA14	56413	LTB4R2
648	BMI1	1911	PHC1
648	BMI1	10389	SCML2
648	BMI1	1912	PHC2
648	BMI1	27338	UBE2S
648	BMI1	8726	EED
648	BMI1	8535	CBX4
648	BMI1	84733	CBX2
648	BMI1	23512	SUZ12
648	BMI1	6045	RNF2
648	BMI1	80012	PHC3
2623	GATA1	161882	ZFPM1
2623	GATA1	23414	ZFPM2
6839	SUV39H1	8340	HIST1H2BL
6839	SUV39H1	5931	RBBP7
6839	SUV39H1	55766	H2AFJ
6839	SUV39H1	8341	HIST1H2BN
6839	SUV39H1	128312	HIST3H2BB
6839	SUV39H1	23411	SIRT1
6839	SUV39H1	22933	SIRT2
6839	SUV39H1	23378	RRP8
6839	SUV39H1	3015	H2AFZ
6839	SUV39H1	255626	HIST1H2BA
6839	SUV39H1	8348	HIST1H2BO
6839	SUV39H1	3017	HIST1H2BD
6839	SUV39H1	94239	H2AFV
6839	SUV39H1	8334	HIST1H2AC
6839	SUV39H1	8331	HIST1H2AJ
6839	SUV39H1	8338	HIST2H2AC
6839	SUV39H1	3013	HIST1H2AD
6839	SUV39H1	8970	HIST1H2BJ
6839	SUV39H1	474382	H2AFB1
6839	SUV39H1	85236	HIST1H2BK
6839	SUV39H1	8345	HIST1H2BH
6839	SUV39H1	1108	CHD4
6839	SUV39H1	3018	HIST1H2BB
6839	SUV39H1	8342	HIST1H2BM
6839	SUV39H1	8337	HIST2H2AA3
6839	SUV39H1	5928	RBBP4
6839	SUV39H1	3014	H2AFX
6839	SUV39H1	3065	HDAC1
6839	SUV39H1	3066	HDAC2
7454	WAS	10552	ARPC1A
7454	WAS	3937	LCP2
7454	WAS	10094	ARPC3
7454	WAS	10095	ARPC1B
7454	WAS	10096	ACTR3
7454	WAS	51517	NCKIPSD
7454	WAS	10109	ARPC2
7454	WAS	147179	WIPF2
7454	WAS	71	ACTG1
7454	WAS	60	ACTB
7454	WAS	4641	MYO1C
7454	WAS	7456	WIPF1
7454	WAS	10092	ARPC5
7454	WAS	10097	ACTR2
7454	WAS	10093	ARPC4
26270	FBXO6	6500	SKP1
26270	FBXO6	26268	FBXO9
26270	FBXO6	26272	FBXO4
26270	FBXO6	54461	FBXW5
26270	FBXO6	8454	CUL1
26270	FBXO6	54620	FBXL19
3105	HLA-A	925	CD8A
3105	HLA-A	567	B2M
129521	NMS	56923	NMUR2
5394	EXOSC10	56915	EXOSC5
5394	EXOSC10	23016	EXOSC7
5394	EXOSC10	54512	EXOSC4
5394	EXOSC10	115752	DIS3L
5394	EXOSC10	51010	EXOSC3
5394	EXOSC10	23404	EXOSC2
5394	EXOSC10	10438	C1D
5394	EXOSC10	51013	EXOSC1
5394	EXOSC10	22894	DIS3
5394	EXOSC10	11340	EXOSC8
5394	EXOSC10	5393	EXOSC9
5394	EXOSC10	87178	PNPT1
5394	EXOSC10	118460	EXOSC6
63908	NAPB	9341	VAMP3
63908	NAPB	10652	YKT6
63908	NAPB	10282	BET1
63908	NAPB	662	BNIP1
63908	NAPB	9527	GOSR1
63908	NAPB	9570	GOSR2
63908	NAPB	8674	VAMP4
63908	NAPB	10228	STX6
63908	NAPB	55014	STX17
63908	NAPB	9117	SEC22C
63908	NAPB	55850	USE1
63908	NAPB	6811	STX5
63908	NAPB	51272	BET1L
63908	NAPB	53407	STX18
63908	NAPB	26984	SEC22A
63908	NAPB	8675	STX16
63908	NAPB	4905	NSF
63908	NAPB	143187	VTI1A
63908	NAPB	23256	SCFD1
63908	NAPB	8677	STX10
1676	DFFA	1677	DFFB
369	ARAF	5594	MAPK1
369	ARAF	1445	CSK
369	ARAF	5908	RAP1B
369	ARAF	3845	KRAS
369	ARAF	5037	PEBP1
369	ARAF	5605	MAP2K2
369	ARAF	5595	MAPK3
369	ARAF	673	BRAF
369	ARAF	7529	YWHAB
369	ARAF	5604	MAP2K1
369	ARAF	3265	HRAS
369	ARAF	8844	KSR1
369	ARAF	283455	KSR2
369	ARAF	5906	RAP1A
369	ARAF	10256	CNKSR1
369	ARAF	4893	NRAS
2262	GPC5	50846	DHH
2262	GPC5	6469	SHH
2262	GPC5	3549	IHH
10253	SPRY2	867	CBL
10253	SPRY2	1956	EGFR
10253	SPRY2	673	BRAF
10253	SPRY2	2885	GRB2
10253	SPRY2	30011	SH3KBP1
7056	THBD	2147	F2
84447	SYVN1	10956	OS9
84447	SYVN1	6400	SEL1L
84447	SYVN1	51009	DERL2
84447	SYVN1	27248	ERLEC1
84447	SYVN1	7415	VCP
1910	EDNRB	2781	GNAZ
1910	EDNRB	2792	GNGT1
1910	EDNRB	2775	GNAO1
1910	EDNRB	2769	GNA15
1910	EDNRB	2776	GNAQ
1910	EDNRB	2785	GNG3
1910	EDNRB	2787	GNG5
1910	EDNRB	2793	GNGT2
1910	EDNRB	94235	GNG8
1910	EDNRB	2783	GNB2
1910	EDNRB	54331	GNG2
1910	EDNRB	2770	GNAI1
1910	EDNRB	2786	GNG4
1910	EDNRB	2773	GNAI3
1910	EDNRB	55970	GNG12
1910	EDNRB	9630	GNA14
1910	EDNRB	2790	GNG10
1910	EDNRB	2782	GNB1
1910	EDNRB	2788	GNG7
1910	EDNRB	2791	GNG11
1910	EDNRB	51764	GNG13
1910	EDNRB	59345	GNB4
1910	EDNRB	2767	GNA11
1910	EDNRB	2784	GNB3
51720	UIMC1	8924	HERC2
2395	FXN	80273	GRPEL1
2395	FXN	134266	GRPEL2
2395	FXN	57128	LYRM4
5568	PRKACG	5576	PRKAR2A
5568	PRKACG	5577	PRKAR2B
5568	PRKACG	5571	PRKAG1
5568	PRKACG	5573	PRKAR1A
5568	PRKACG	5575	PRKAR1B
3274	HRH2	2784	GNB3
3274	HRH2	59345	GNB4
3274	HRH2	51764	GNG13
3274	HRH2	2791	GNG11
3274	HRH2	2792	GNGT1
3274	HRH2	2785	GNG3
3274	HRH2	2793	GNGT2
3274	HRH2	94235	GNG8
3274	HRH2	2783	GNB2
3274	HRH2	54331	GNG2
3274	HRH2	55970	GNG12
3274	HRH2	2786	GNG4
3274	HRH2	2787	GNG5
3274	HRH2	2790	GNG10
3274	HRH2	2782	GNB1
3274	HRH2	2788	GNG7
8928	FOXH1	4087	SMAD2
8928	FOXH1	4088	SMAD3
8928	FOXH1	4089	SMAD4
51340	CRNKL1	10450	PPIE
51340	CRNKL1	1478	CSTF2
51340	CRNKL1	10946	SF3A3
51340	CRNKL1	51645	PPIL1
51340	CRNKL1	6429	SRSF4
51340	CRNKL1	9128	PRPF4
51340	CRNKL1	4686	NCBP1
51340	CRNKL1	9716	AQR
51340	CRNKL1	55696	RBM22
51340	CRNKL1	10291	SF3A1
51340	CRNKL1	6634	SNRPD3
51340	CRNKL1	84844	PHF5A
51340	CRNKL1	10914	PAPOLA
51340	CRNKL1	25949	SYF2
51340	CRNKL1	5432	POLR2C
51340	CRNKL1	8896	BUD31
51340	CRNKL1	8683	SRSF9
51340	CRNKL1	27339	PRPF19
51340	CRNKL1	6626	SNRPA
51340	CRNKL1	6431	SRSF6
51340	CRNKL1	6629	SNRPB2
51340	CRNKL1	51690	LSM7
51340	CRNKL1	6627	SNRPA1
51340	CRNKL1	84950	PRPF38A
51340	CRNKL1	6426	SRSF1
51340	CRNKL1	23398	PPWD1
51340	CRNKL1	22938	SNW1
51340	CRNKL1	22826	DNAJC8
51340	CRNKL1	9410	SNRNP40
51340	CRNKL1	24148	PRPF6
51340	CRNKL1	55749	CCAR1
51340	CRNKL1	6636	SNRPF
51340	CRNKL1	9785	DHX38
51340	CRNKL1	6637	SNRPG
51340	CRNKL1	65109	UPF3B
51340	CRNKL1	11157	LSM6
51340	CRNKL1	11338	U2AF2
51340	CRNKL1	53981	CPSF2
51340	CRNKL1	6632	SNRPD1
51340	CRNKL1	23524	SRRM2
51340	CRNKL1	27258	LSM3
51340	CRNKL1	10594	PRPF8
51340	CRNKL1	51362	CDC40
51340	CRNKL1	23450	SF3B3
51340	CRNKL1	6638	SNRPN
51340	CRNKL1	10465	PPIH
51340	CRNKL1	10250	SRRM1
51340	CRNKL1	9416	DDX23
51340	CRNKL1	9092	SART1
51340	CRNKL1	51593	SRRT
51340	CRNKL1	5431	POLR2B
51340	CRNKL1	3184	HNRNPD
51340	CRNKL1	3183	HNRNPC
51340	CRNKL1	1479	CSTF3
51340	CRNKL1	10992	SF3B2
51340	CRNKL1	23020	SNRNP200
51340	CRNKL1	55110	MAGOHB
51340	CRNKL1	23350	U2SURP
51340	CRNKL1	4670	HNRNPM
51340	CRNKL1	1665	DHX15
51340	CRNKL1	22916	NCBP2
51340	CRNKL1	23451	SF3B1
51340	CRNKL1	81608	FIP1L1
51340	CRNKL1	3178	HNRNPA1
51340	CRNKL1	6633	SNRPD2
51340	CRNKL1	56949	XAB2
51340	CRNKL1	9879	DDX46
51340	CRNKL1	3181	HNRNPA2B1
51340	CRNKL1	56259	CTNNBL1
51340	CRNKL1	10283	CWC27
51340	CRNKL1	83443	SF3B5
51340	CRNKL1	1660	DHX9
51340	CRNKL1	10286	BCAS2
51340	CRNKL1	10285	SMNDC1
51340	CRNKL1	988	CDC5L
51340	CRNKL1	4116	MAGOH
51340	CRNKL1	11325	DDX42
51340	CRNKL1	220988	HNRNPA3
51340	CRNKL1	6430	SRSF5
51340	CRNKL1	24144	TFIP11
51340	CRNKL1	57703	CWC22
51340	CRNKL1	9343	EFTUD2
51340	CRNKL1	6635	SNRPE
51340	CRNKL1	23658	LSM5
51340	CRNKL1	6628	SNRPB
51340	CRNKL1	5356	PLRG1
51340	CRNKL1	10978	CLP1
51340	CRNKL1	6625	SNRNP70
5293	PIK3CD	9846	GAB2
5293	PIK3CD	8503	PIK3R3
5293	PIK3CD	5295	PIK3R1
5293	PIK3CD	7534	YWHAZ
5293	PIK3CD	7525	YES1
5293	PIK3CD	3716	JAK1
5293	PIK3CD	2534	FYN
5293	PIK3CD	5979	RET
5293	PIK3CD	5294	PIK3CG
5293	PIK3CD	6850	SYK
5293	PIK3CD	3055	HCK
5293	PIK3CD	3717	JAK2
5293	PIK3CD	3718	JAK3
5293	PIK3CD	6464	SHC1
5293	PIK3CD	4067	LYN
51160	VPS28	51510	CHMP5
51160	VPS28	128866	CHMP4B
51160	VPS28	79720	VPS37B
51160	VPS28	7251	TSG101
51160	VPS28	51652	CHMP3
51160	VPS28	79643	CHMP6
51160	VPS28	55048	VPS37C
51160	VPS28	92421	CHMP4C
51160	VPS28	7314	UBB
51160	VPS28	27243	CHMP2A
51160	VPS28	137492	VPS37A
51160	VPS28	7316	UBC
51160	VPS28	7311	UBA52
51160	VPS28	57132	CHMP1B
51160	VPS28	51271	UBAP1
7536	SF1	6426	SRSF1
7536	SF1	7307	U2AF1
7536	SF1	199746	U2AF1L4
7536	SF1	10421	CD2BP2
7536	SF1	5093	PCBP1
7536	SF1	3184	HNRNPD
7536	SF1	11338	U2AF2
7536	SF1	5431	POLR2B
7536	SF1	5430	POLR2A
7536	SF1	3183	HNRNPC
7536	SF1	4670	HNRNPM
7536	SF1	10250	SRRM1
7536	SF1	6432	SRSF7
7536	SF1	22916	NCBP2
7536	SF1	3178	HNRNPA1
7536	SF1	3181	HNRNPA2B1
7536	SF1	6427	SRSF2
7536	SF1	5725	PTBP1
7536	SF1	5094	PCBP2
7536	SF1	6428	SRSF3
7536	SF1	4686	NCBP1
7536	SF1	10236	HNRNPR
7536	SF1	220988	HNRNPA3
7536	SF1	11100	HNRNPUL1
7536	SF1	6430	SRSF5
7536	SF1	55660	PRPF40A
7536	SF1	6628	SNRPB
7536	SF1	6635	SNRPE
7536	SF1	6625	SNRNP70
7536	SF1	6631	SNRPC
7536	SF1	6431	SRSF6
7536	SF1	6626	SNRPA
7536	SF1	1655	DDX5
7536	SF1	8683	SRSF9
8340	HIST1H2BL	23411	SIRT1
8340	HIST1H2BL	10735	STAG2
8340	HIST1H2BL	5432	POLR2C
8340	HIST1H2BL	2648	KAT2A
8340	HIST1H2BL	1387	CREBBP
8340	HIST1H2BL	23326	USP22
8340	HIST1H2BL	8924	HERC2
8340	HIST1H2BL	51588	PIAS4
8340	HIST1H2BL	2033	EP300
8340	HIST1H2BL	1788	DNMT3A
8340	HIST1H2BL	8467	SMARCA5
8340	HIST1H2BL	10592	SMC2
8340	HIST1H2BL	3015	H2AFZ
8340	HIST1H2BL	221613	HIST1H2AA
8340	HIST1H2BL	25862	USP49
8340	HIST1H2BL	5885	RAD21
8340	HIST1H2BL	6881	TAF10
8340	HIST1H2BL	8841	HDAC3
8340	HIST1H2BL	93624	TADA2B
8340	HIST1H2BL	94239	H2AFV
8340	HIST1H2BL	9985	REC8
8340	HIST1H2BL	8243	SMC1A
8340	HIST1H2BL	5431	POLR2B
8340	HIST1H2BL	7334	UBE2N
8340	HIST1H2BL	5430	POLR2A
8340	HIST1H2BL	2146	EZH2
8340	HIST1H2BL	10734	STAG3
8340	HIST1H2BL	8334	HIST1H2AC
8340	HIST1H2BL	8331	HIST1H2AJ
8340	HIST1H2BL	1789	DNMT3B
8340	HIST1H2BL	8338	HIST2H2AC
8340	HIST1H2BL	1058	CENPA
8340	HIST1H2BL	51616	TAF9B
8340	HIST1H2BL	10524	KAT5
8340	HIST1H2BL	3013	HIST1H2AD
8340	HIST1H2BL	10051	SMC4
8340	HIST1H2BL	545	ATR
8340	HIST1H2BL	474382	H2AFB1
8340	HIST1H2BL	8295	TRRAP
8340	HIST1H2BL	27127	SMC1B
8340	HIST1H2BL	8290	HIST3H3
8340	HIST1H2BL	9126	SMC3
8340	HIST1H2BL	92815	HIST3H2A
8340	HIST1H2BL	8337	HIST2H2AA3
8340	HIST1H2BL	3014	H2AFX
8340	HIST1H2BL	6839	SUV39H1
8340	HIST1H2BL	85235	HIST1H2AH
8340	HIST1H2BL	9960	USP3
8340	HIST1H2BL	10274	STAG1
8340	HIST1H2BL	55766	H2AFJ
8340	HIST1H2BL	7341	SUMO1
8340	HIST1H2BL	6314	ATXN7
8340	HIST1H2BL	6613	SUMO2
85235	HIST1H2AH	2648	KAT2A
85235	HIST1H2AH	23326	USP22
85235	HIST1H2AH	2033	EP300
85235	HIST1H2AH	8850	KAT2B
85235	HIST1H2AH	10474	TADA3
85235	HIST1H2AH	255626	HIST1H2BA
85235	HIST1H2AH	3017	HIST1H2BD
85235	HIST1H2AH	8348	HIST1H2BO
85235	HIST1H2AH	93624	TADA2B
85235	HIST1H2AH	8970	HIST1H2BJ
85235	HIST1H2AH	3018	HIST1H2BB
85235	HIST1H2AH	8295	TRRAP
85235	HIST1H2AH	8345	HIST1H2BH
85235	HIST1H2AH	85236	HIST1H2BK
85235	HIST1H2AH	8342	HIST1H2BM
85235	HIST1H2AH	8340	HIST1H2BL
85235	HIST1H2AH	9960	USP3
85235	HIST1H2AH	128312	HIST3H2BB
85235	HIST1H2AH	8341	HIST1H2BN
85235	HIST1H2AH	440689	HIST2H2BF
3604	TNFRSF9	8744	TNFSF9
8027	STAM	58513	EPS15L1
8027	STAM	9146	HGS
8027	STAM	6233	RPS27A
8027	STAM	7314	UBB
8027	STAM	10617	STAMBP
8027	STAM	7316	UBC
8027	STAM	2060	EPS15
8027	STAM	6456	SH3GL2
8027	STAM	7311	UBA52
8027	STAM	29924	EPN1
7347	UCHL3	4738	NEDD8
7347	UCHL3	6233	RPS27A
7347	UCHL3	7314	UBB
7347	UCHL3	7316	UBC
7347	UCHL3	7311	UBA52
10621	POLR3F	5440	POLR2K
10621	POLR3F	5434	POLR2E
10621	POLR3F	55290	BRF2
10621	POLR3F	6908	TBP
10621	POLR3F	55703	POLR3B
10621	POLR3F	9330	GTF3C3
10621	POLR3F	51728	POLR3K
10621	POLR3F	5437	POLR2H
10621	POLR3F	55718	POLR3E
10621	POLR3F	51082	POLR1D
10621	POLR3F	661	POLR3D
10621	POLR3F	10302	SNAPC5
10621	POLR3F	5441	POLR2L
10621	POLR3F	9533	POLR1C
10621	POLR3F	171568	POLR3H
10621	POLR3F	55814	BDP1
10621	POLR3F	84265	POLR3GL
10621	POLR3F	9328	GTF3C5
10621	POLR3F	11128	POLR3A
10621	POLR3F	27297	CRCP
10621	POLR3F	10622	POLR3G
10621	POLR3F	5435	POLR2F
10621	POLR3F	2972	BRF1
9882	TBC1D4	7529	YWHAB
9882	TBC1D4	7531	YWHAE
9882	TBC1D4	7534	YWHAZ
9903	KLHL21	8452	CUL3
64344	HIF3A	7428	VHL
64344	HIF3A	1387	CREBBP
64344	HIF3A	2033	EP300
64344	HIF3A	6233	RPS27A
64344	HIF3A	7316	UBC
64344	HIF3A	7314	UBB
64344	HIF3A	405	ARNT
64344	HIF3A	7311	UBA52
64344	HIF3A	8453	CUL2
79707	NOL9	55759	WDR12
79707	NOL9	23246	BOP1
79707	NOL9	23481	PES1
79707	NOL9	81887	LAS1L
79707	NOL9	54881	TEX10
6461	SHB	5156	PDGFRA
27131	SNX5	10053	AP1M2
27131	SNX5	6845	VAMP7
27131	SNX5	6643	SNX2
27131	SNX5	51699	VPS29
27131	SNX5	8907	AP1M1
27131	SNX5	6642	SNX1
22894	DIS3	54464	XRN1
22894	DIS3	23016	EXOSC7
22894	DIS3	51010	EXOSC3
22894	DIS3	54512	EXOSC4
22894	DIS3	10438	C1D
22894	DIS3	6832	SUPV3L1
22894	DIS3	5394	EXOSC10
22894	DIS3	51013	EXOSC1
22894	DIS3	23404	EXOSC2
22894	DIS3	167227	DCP2
22894	DIS3	5393	EXOSC9
22894	DIS3	11340	EXOSC8
22894	DIS3	87178	PNPT1
22894	DIS3	118460	EXOSC6
22894	DIS3	56915	EXOSC5
8351	HIST1H3D	474382	H2AFB1
8351	HIST1H3D	54737	MPHOSPH8
8351	HIST1H3D	92815	HIST3H2A
8351	HIST1H3D	83740	H2AFB3
64425	POLR1E	221830	TWISTNB
64425	POLR1E	54700	RRN3
64425	POLR1E	5434	POLR2E
64425	POLR1E	84172	POLR1B
64425	POLR1E	25885	POLR1A
64425	POLR1E	2965	GTF2H1
64425	POLR1E	5437	POLR2H
64425	POLR1E	51082	POLR1D
64425	POLR1E	7343	UBTF
64425	POLR1E	5441	POLR2L
64425	POLR1E	5440	POLR2K
64425	POLR1E	5435	POLR2F
64425	POLR1E	9188	DDX21
64425	POLR1E	10514	MYBBP1A
64425	POLR1E	9533	POLR1C
64425	POLR1E	9013	TAF1C
440145	MZT1	85378	TUBGCP6
440145	MZT1	7283	TUBG1
440145	MZT1	27229	TUBGCP4
6520	SLC3A2	9057	SLC7A6
6520	SLC3A2	11136	SLC7A9
6520	SLC3A2	56301	SLC7A10
6520	SLC3A2	8140	SLC7A5
6520	SLC3A2	23657	SLC7A11
6520	SLC3A2	9056	SLC7A7
6520	SLC3A2	23428	SLC7A8
7403	KDM6A	5438	POLR2I
7403	KDM6A	5432	POLR2C
7403	KDM6A	1959	EGR2
7403	KDM6A	7528	YY1
7403	KDM6A	1387	CREBBP
7403	KDM6A	10664	CTCF
7403	KDM6A	2033	EP300
7403	KDM6A	5929	RBBP5
7403	KDM6A	5316	PKNOX1
7403	KDM6A	5439	POLR2J
7403	KDM6A	3015	H2AFZ
7403	KDM6A	94239	H2AFV
7403	KDM6A	5431	POLR2B
7403	KDM6A	5430	POLR2A
7403	KDM6A	8334	HIST1H2AC
7403	KDM6A	8331	HIST1H2AJ
7403	KDM6A	9070	ASH2L
7403	KDM6A	3013	HIST1H2AD
7403	KDM6A	11091	WDR5
7403	KDM6A	3725	JUN
7403	KDM6A	3014	H2AFX
7403	KDM6A	55766	H2AFJ
7403	KDM6A	22976	PAXIP1
4609	MYC	4149	MAX
4609	MYC	1387	CREBBP
10910	SUGT1	7184	HSP90B1
10097	ACTR2	4620	MYH2
10097	ACTR2	9026	HIP1R
10097	ACTR2	8674	VAMP4
10097	ACTR2	10095	ARPC1B
10097	ACTR2	7314	UBB
10097	ACTR2	1212	CLTB
10097	ACTR2	6844	VAMP2
10097	ACTR2	2580	GAK
10097	ACTR2	998	CDC42
10097	ACTR2	22905	EPN2
10097	ACTR2	147179	WIPF2
10097	ACTR2	23191	CYFIP1
10097	ACTR2	26999	CYFIP2
10097	ACTR2	10810	WASF3
10097	ACTR2	71	ACTG1
10097	ACTR2	2049	EPHB3
10097	ACTR2	7316	UBC
10097	ACTR2	4650	MYO9B
10097	ACTR2	5878	RAB5C
10097	ACTR2	8871	SYNJ2
10097	ACTR2	1785	DNM2
10097	ACTR2	5879	RAC1
10097	ACTR2	273	AMPH
10097	ACTR2	60	ACTB
10097	ACTR2	2050	EPHB4
10097	ACTR2	26052	DNM3
10097	ACTR2	7456	WIPF1
10097	ACTR2	8936	WASF1
10097	ACTR2	4641	MYO1C
10097	ACTR2	10092	ARPC5
10097	ACTR2	5869	RAB5B
10097	ACTR2	10787	NCKAP1
10097	ACTR2	9892	SNAP91
10097	ACTR2	2060	EPS15
10097	ACTR2	1759	DNM1
10097	ACTR2	2048	EPHB2
10097	ACTR2	7454	WAS
10097	ACTR2	8301	PICALM
10097	ACTR2	2051	EPHB6
10097	ACTR2	2047	EPHB1
10097	ACTR2	4644	MYO5A
10097	ACTR2	22848	AAK1
10097	ACTR2	10093	ARPC4
10097	ACTR2	7311	UBA52
10097	ACTR2	10163	WASF2
10097	ACTR2	29924	EPN1
10097	ACTR2	8867	SYNJ1
10097	ACTR2	4651	MYO10
