V1	V2	X	X.1	X.2	we
VSIG4	VSIG4	    11326.3	    11326.4	2.81e-01	1.82646e-05
ARMC7	ARMC7	    79637.3	    79637.4	2.81e-01	1.82646e-05
SF3B3	SF3B3	    23450.3	    23450.4	2.81e-01	1.82646e-05
OR51E2	OR51E2	    81285.3	    81285.4	2.81e-01	1.82646e-05
SUCLA2	SUCLA2	     8803.3	     8803.4	2.81e-01	1.82646e-05
CDKN2AIP	CDKN2AIP	    55602.3	    55602.4	2.81e-01	1.82646e-05
SDE2	SDE2	   163859.3	   163859.4	2.81e-01	1.82646e-05
GRIA2	GRIA2	     2891.3	     2891.4	2.81e-01	1.82646e-05
KRT71	KRT71	   112802.3	   112802.4	2.81e-01	1.82646e-05
PDGFD	PDGFD	    80310.3	    80310.4	2.81e-01	1.82646e-05
CACNA1G	CACNA1G	     8913.3	     8913.4	2.82e-01	1.82646e-05
MIEF1	MIEF1	    54471.3	    54471.4	2.82e-01	1.82646e-05
GNRH1	GNRH1	     2796.3	     2796.4	2.82e-01	1.82646e-05
SLC44A3	SLC44A3	   126969.3	   126969.4	2.82e-01	1.82646e-05
TST	TST	     7263.3	     7263.4	2.82e-01	1.82646e-05
FGF7	FGF7	     2252.3	     2252.4	2.82e-01	1.82646e-05
SPEN	SPEN	    23013.3	    23013.4	2.82e-01	1.82646e-05
DNAJC27	DNAJC27	    51277.3	    51277.4	2.83e-01	1.82646e-05
SRM	SRM	     6723.3	     6723.4	2.83e-01	1.82646e-05
WNT8A	WNT8A	     7478.3	     7478.4	2.83e-01	1.82646e-05
ZNF816	ZNF816	   125893.3	   125893.4	2.83e-01	1.82646e-05
SPIDR	SPIDR	    23514.3	    23514.4	2.83e-01	1.82646e-05
KIR2DL3	KIR2DL3	     3804.3	     3804.4	2.84e-01	1.82646e-05
PTGER3	PTGER3	     5733.3	     5733.4	2.84e-01	1.82646e-05
NFE2L1	NFE2L1	     4779.3	     4779.4	2.84e-01	1.82646e-05
PAGR1	PAGR1	    79447.3	    79447.4	2.84e-01	1.82646e-05
WEE2	WEE2	   494551.3	   494551.4	2.84e-01	1.82646e-05
TEX35	TEX35	    84066.3	    84066.4	2.84e-01	1.82646e-05
CEP97	CEP97	    79598.3	    79598.4	2.84e-01	1.82646e-05
CEP350	CEP350	     9857.3	     9857.4	2.84e-01	1.82646e-05
IL36B	IL36B	    27177.3	    27177.4	2.84e-01	1.82646e-05
POLR1A	POLR1A	    25885.3	    25885.4	2.84e-01	1.82646e-05
ARHGAP22	ARHGAP22	    58504.3	    58504.4	2.85e-01	1.82646e-05
SUV39H2	SUV39H2	    79723.3	    79723.4	2.85e-01	1.82646e-05
MEP1B	MEP1B	     4225.3	     4225.4	2.85e-01	1.82646e-05
LARP1B	LARP1B	    55132.3	    55132.4	2.85e-01	1.82646e-05
SLC52A3	SLC52A3	   113278.3	   113278.4	2.85e-01	1.82646e-05
THSD7A	THSD7A	   221981.3	   221981.4	2.85e-01	1.82646e-05
C10orf71	C10orf71	   118461.3	   118461.4	2.86e-01	1.82646e-05
C4orf45	C4orf45	   152940.3	   152940.4	2.86e-01	1.82646e-05
ZCCHC7	ZCCHC7	    84186.3	    84186.4	2.86e-01	1.82646e-05
TNFRSF10B	TNFRSF10B	     8795.3	     8795.4	2.86e-01	1.82646e-05
OPA1	OPA1	     4976.3	     4976.4	2.86e-01	1.82646e-05
CLTC	CLTC	     1213.3	     1213.4	2.86e-01	1.82646e-05
GLOD5	GLOD5	   392465.3	   392465.4	2.86e-01	1.82646e-05
LHFPL4	LHFPL4	   375323.3	   375323.4	2.87e-01	1.82646e-05
TMEM179B	TMEM179B	   374395.3	   374395.4	2.87e-01	1.82646e-05
KIF7	KIF7	   374654.3	   374654.4	2.87e-01	1.82646e-05
BCAS3	BCAS3	    54828.3	    54828.4	2.87e-01	1.82646e-05
MGARP	MGARP	    84709.3	    84709.4	2.87e-01	1.82646e-05
ACOX2	ACOX2	     8309.3	     8309.4	2.87e-01	1.82646e-05
C9orf64	C9orf64	    84267.3	    84267.4	2.87e-01	1.82646e-05
CRABP2	CRABP2	     1382.3	     1382.4	2.87e-01	1.82646e-05
TIAL1	TIAL1	     7073.3	     7073.4	2.88e-01	1.82646e-05
PPP2R3B	PPP2R3B	    28227.3	    28227.4	2.88e-01	1.82646e-05
MRPL36	MRPL36	    64979.3	    64979.4	2.88e-01	1.82646e-05
WFS1	WFS1	     7466.3	     7466.4	2.88e-01	1.82646e-05
GM2A	GM2A	     2760.3	     2760.4	2.88e-01	1.82646e-05
VEGFC	VEGFC	     7424.3	     7424.4	2.89e-01	1.82646e-05
CYB561D1	CYB561D1	   284613.3	   284613.4	2.89e-01	1.82646e-05
FAM13B	FAM13B	    51306.3	    51306.4	2.89e-01	1.82646e-05
LRRC24	LRRC24	   441381.3	   441381.4	2.89e-01	1.82646e-05
CCDC103	CCDC103	   388389.3	   388389.4	2.89e-01	1.82646e-05
SDS	SDS	    10993.3	    10993.4	2.89e-01	1.82646e-05
SYT14	SYT14	   255928.3	   255928.4	2.89e-01	1.82646e-05
ATR	ATR	      545.3	      545.4	2.89e-01	1.82646e-05
C2CD2L	C2CD2L	     9854.3	     9854.4	2.89e-01	1.82646e-05
EPGN	EPGN	   255324.3	   255324.4	2.89e-01	1.82646e-05
FBN2	FBN2	     2201.3	     2201.4	2.89e-01	1.82646e-05
NAGLU	NAGLU	     4669.3	     4669.4	2.89e-01	1.82646e-05
HKDC1	HKDC1	    80201.3	    80201.4	2.90e-01	1.82646e-05
OAS2	OAS2	     4939.3	     4939.4	2.90e-01	1.82646e-05
CCDC137	CCDC137	   339230.3	   339230.4	2.90e-01	1.82646e-05
KCNJ4	KCNJ4	     3761.3	     3761.4	2.90e-01	1.82646e-05
LCA5	LCA5	   167691.3	   167691.4	2.90e-01	1.82646e-05
PRIM2	PRIM2	     5558.3	     5558.4	2.90e-01	1.82646e-05
ENO3	ENO3	     2027.3	     2027.4	2.91e-01	1.82646e-05
ZNF669	ZNF669	    79862.3	    79862.4	2.91e-01	1.82646e-05
SPI1	SPI1	     6688.3	     6688.4	2.91e-01	1.82646e-05
SUCLG1	SUCLG1	     8802.3	     8802.4	2.91e-01	1.82646e-05
MCF2L2	MCF2L2	    23101.3	    23101.4	2.91e-01	1.82646e-05
ISX	ISX	    91464.3	    91464.4	2.91e-01	1.82646e-05
SSNA1	SSNA1	     8636.3	     8636.4	2.91e-01	1.82646e-05
KCNV2	KCNV2	   169522.3	   169522.4	2.91e-01	1.82646e-05
TDP2	TDP2	    51567.3	    51567.4	2.92e-01	1.82646e-05
SERPINB13	SERPINB13	     5275.3	     5275.4	2.92e-01	1.82646e-05
FBXW7	FBXW7	    55294.3	    55294.4	2.92e-01	1.82646e-05
KRTAP13-3	KRTAP13-3	   337960.3	   337960.4	2.92e-01	1.82646e-05
KLHL38	KLHL38	   340359.3	   340359.4	2.93e-01	1.82646e-05
BRAP	BRAP	     8315.3	     8315.4	2.93e-01	1.82646e-05
HIST1H2BC	HIST1H2BC	     8347.3	     8347.4	2.93e-01	1.82646e-05
SLC39A7	SLC39A7	     7922.3	     7922.4	2.93e-01	1.82646e-05
COG1	COG1	     9382.3	     9382.4	2.93e-01	1.82646e-05
IL13	IL13	     3596.3	     3596.4	2.93e-01	1.82646e-05
LZIC	LZIC	    84328.3	    84328.4	2.93e-01	1.82646e-05
UBR2	UBR2	    23304.3	    23304.4	2.93e-01	1.82646e-05
CD22	CD22	      933.3	      933.4	2.93e-01	1.82646e-05
SPHK1	SPHK1	     8877.3	     8877.4	2.94e-01	1.82646e-05
PRPF39	PRPF39	    55015.3	    55015.4	2.94e-01	1.82646e-05
GIN1	GIN1	    54826.3	    54826.4	2.94e-01	1.82646e-05
CHRNB2	CHRNB2	     1141.3	     1141.4	2.94e-01	1.82646e-05
HIST1H3I	HIST1H3I	     8354.3	     8354.4	2.94e-01	1.82646e-05
THADA	THADA	    63892.3	    63892.4	2.94e-01	1.82646e-05
DEFB116	DEFB116	   245930.3	   245930.4	2.94e-01	1.82646e-05
KRTAP13-4	KRTAP13-4	   284827.3	   284827.4	2.94e-01	1.82646e-05
AMPH	AMPH	      273.3	      273.4	2.95e-01	1.82646e-05
PHF13	PHF13	   148479.3	   148479.4	2.95e-01	1.82646e-05
PISD	PISD	    23761.3	    23761.4	2.95e-01	1.82646e-05
PKP1	PKP1	     5317.3	     5317.4	2.95e-01	1.82646e-05
TMEM207	TMEM207	   131920.3	   131920.4	2.95e-01	1.82646e-05
PCDHGB1	PCDHGB1	    56104.3	    56104.4	2.95e-01	1.82646e-05
TENM2	TENM2	    57451.3	    57451.4	2.95e-01	1.82646e-05
SPRTN	SPRTN	    83932.3	    83932.4	2.95e-01	1.82646e-05
PRKCH	PRKCH	     5583.3	     5583.4	2.95e-01	1.82646e-05
RGL2	RGL2	     5863.3	     5863.4	2.95e-01	1.82646e-05
RSAD1	RSAD1	    55316.3	    55316.4	2.95e-01	1.82646e-05
STX8	STX8	     9482.3	     9482.4	2.96e-01	1.82646e-05
TBR1	TBR1	    10716.3	    10716.4	2.96e-01	1.82646e-05
FNDC3B	FNDC3B	    64778.3	    64778.4	2.96e-01	1.82646e-05
LILRA2	LILRA2	    11027.3	    11027.4	2.96e-01	1.82646e-05
RBP4	RBP4	     5950.3	     5950.4	2.96e-01	1.82646e-05
EVPL	EVPL	     2125.3	     2125.4	2.96e-01	1.82646e-05
GPR101	GPR101	    83550.3	    83550.4	2.96e-01	1.82646e-05
PSME2	PSME2	     5721.3	     5721.4	2.96e-01	1.82646e-05
C2orf48	C2orf48	   348738.3	   348738.4	2.96e-01	1.82646e-05
CXorf40B	CXorf40B	   541578.3	   541578.4	2.96e-01	1.82646e-05
DLX5	DLX5	     1749.3	     1749.4	2.96e-01	1.82646e-05
MED29	MED29	    55588.3	    55588.4	2.96e-01	1.82646e-05
PIP4K2B	PIP4K2B	     8396.3	     8396.4	2.96e-01	1.82646e-05
HIST1H2BD	HIST1H2BD	     3017.3	     3017.4	2.96e-01	1.82646e-05
NBR1	NBR1	     4077.3	     4077.4	2.96e-01	1.82646e-05
GPR179	GPR179	   440435.3	   440435.4	2.97e-01	1.82646e-05
MRPS18C	MRPS18C	    51023.3	    51023.4	2.97e-01	1.82646e-05
BECN1	BECN1	     8678.3	     8678.4	2.97e-01	1.82646e-05
SKAP2	SKAP2	     8935.3	     8935.4	2.97e-01	1.82646e-05
SLC7A4	SLC7A4	     6545.3	     6545.4	2.97e-01	1.82646e-05
C22orf15	C22orf15	   150248.3	   150248.4	2.97e-01	1.82646e-05
GREB1	GREB1	     9687.3	     9687.4	2.97e-01	1.82646e-05
RPL13	RPL13	     6137.3	     6137.4	2.98e-01	1.82646e-05
SEC22C	SEC22C	     9117.3	     9117.4	2.98e-01	1.82646e-05
FILIP1	FILIP1	    27145.3	    27145.4	2.98e-01	1.82646e-05
KIF19	KIF19	   124602.3	   124602.4	2.98e-01	1.82646e-05
TMEM170A	TMEM170A	   124491.3	   124491.4	2.98e-01	1.82646e-05
CYFIP2	CYFIP2	    26999.3	    26999.4	2.98e-01	1.82646e-05
RPS13	RPS13	     6207.3	     6207.4	2.98e-01	1.82646e-05
USP25	USP25	    29761.3	    29761.4	2.99e-01	1.82646e-05
HIST1H2AE	HIST1H2AE	     3012.3	     3012.4	2.99e-01	1.82646e-05
U2AF1L4	U2AF1L4	   199746.3	   199746.4	2.99e-01	1.82646e-05
MBOAT2	MBOAT2	   129642.3	   129642.4	2.99e-01	1.82646e-05
IFNA6	IFNA6	     3443.3	     3443.4	2.99e-01	1.82646e-05
CRLF1	CRLF1	     9244.3	     9244.4	2.99e-01	1.82646e-05
AKR1C1	AKR1C1	     1645.3	     1645.4	3.00e-01	1.82646e-05
ADD2	ADD2	      119.3	      119.4	3.00e-01	1.82646e-05
RRM2	RRM2	     6241.3	     6241.4	3.00e-01	1.82646e-05
PABPC5	PABPC5	   140886.3	   140886.4	3.00e-01	1.82646e-05
NXNL1	NXNL1	   115861.3	   115861.4	3.00e-01	1.82646e-05
HIST1H3C	HIST1H3C	     8352.3	     8352.4	3.00e-01	1.82646e-05
WNK3	WNK3	    65267.3	    65267.4	3.00e-01	1.82646e-05
C1orf61	C1orf61	    10485.3	    10485.4	3.00e-01	1.82646e-05
DHDH	DHDH	    27294.3	    27294.4	3.00e-01	1.82646e-05
CAST	CAST	      831.3	      831.4	3.00e-01	1.82646e-05
RAVER2	RAVER2	    55225.3	    55225.4	3.00e-01	1.82646e-05
CAMP	CAMP	      820.3	      820.4	3.01e-01	1.82646e-05
KIAA1210	KIAA1210	    57481.3	    57481.4	3.01e-01	1.82646e-05
CNOT4	CNOT4	     4850.3	     4850.4	3.01e-01	1.82646e-05
SH2D3A	SH2D3A	    10045.3	    10045.4	3.01e-01	1.82646e-05
TMEM187	TMEM187	     8269.3	     8269.4	3.01e-01	1.82646e-05
SNX12	SNX12	    29934.3	    29934.4	3.01e-01	1.82646e-05
HIST2H2BE	HIST2H2BE	     8349.3	     8349.4	3.01e-01	1.82646e-05
SLC25A14	SLC25A14	     9016.3	     9016.4	3.01e-01	1.82646e-05
IQCC	IQCC	    55721.3	    55721.4	3.01e-01	1.82646e-05
PDE1A	PDE1A	     5136.3	     5136.4	3.02e-01	1.82646e-05
CSNK2A3	CSNK2A3	   283106.3	   283106.4	3.02e-01	1.82646e-05
IL23A	IL23A	    51561.3	    51561.4	3.02e-01	1.82646e-05
ABCG5	ABCG5	    64240.3	    64240.4	3.02e-01	1.82646e-05
LEAP2	LEAP2	   116842.3	   116842.4	3.02e-01	1.82646e-05
CEBPE	CEBPE	     1053.3	     1053.4	3.02e-01	1.82646e-05
PCM1	PCM1	     5108.3	     5108.4	3.02e-01	1.82646e-05
NLRP13	NLRP13	   126204.3	   126204.4	3.02e-01	1.82646e-05
FIG4	FIG4	     9896.3	     9896.4	3.02e-01	1.82646e-05
CCDC178	CCDC178	   374864.3	   374864.4	3.02e-01	1.82646e-05
RPL10A	RPL10A	     4736.3	     4736.4	3.02e-01	1.82646e-05
MED13L	MED13L	    23389.3	    23389.4	3.03e-01	1.82646e-05
SEMA7A	SEMA7A	     8482.3	     8482.4	3.03e-01	1.82646e-05
OVOL1	OVOL1	     5017.3	     5017.4	3.03e-01	1.82646e-05
TRPM2	TRPM2	     7226.3	     7226.4	3.03e-01	1.82646e-05
SEZ6L2	SEZ6L2	    26470.3	    26470.4	3.03e-01	1.82646e-05
CIB1	CIB1	    10519.3	    10519.4	3.03e-01	1.82646e-05
FRMPD2	FRMPD2	   143162.3	   143162.4	3.03e-01	1.82646e-05
CD4	CD4	      920.3	      920.4	3.03e-01	1.82646e-05
ITGAD	ITGAD	     3681.3	     3681.4	3.03e-01	1.82646e-05
TCN1	TCN1	     6947.3	     6947.4	3.03e-01	1.82646e-05
CPQ	CPQ	    10404.3	    10404.4	3.04e-01	1.82646e-05
AKTIP	AKTIP	    64400.3	    64400.4	3.04e-01	1.82646e-05
OXGR1	OXGR1	    27199.3	    27199.4	3.04e-01	1.82646e-05
DOK4	DOK4	    55715.3	    55715.4	3.04e-01	1.82646e-05
SREK1IP1	SREK1IP1	   285672.3	   285672.4	3.04e-01	1.82646e-05
SBK2	SBK2	   646643.3	   646643.4	3.04e-01	1.82646e-05
CCAR2	CCAR2	    57805.3	    57805.4	3.04e-01	1.82646e-05
ZNF737	ZNF737	100129842.3	100129842.4	3.04e-01	1.82646e-05
FXYD4	FXYD4	    53828.3	    53828.4	3.05e-01	1.82646e-05
ZFP37	ZFP37	     7539.3	     7539.4	3.05e-01	1.82646e-05
HCAR2	HCAR2	   338442.3	   338442.4	3.05e-01	1.82646e-05
NHP2	NHP2	    55651.3	    55651.4	3.05e-01	1.82646e-05
TGM3	TGM3	     7053.3	     7053.4	3.05e-01	1.82646e-05
EFTUD2	EFTUD2	     9343.3	     9343.4	3.05e-01	1.82646e-05
PTPN12	PTPN12	     5782.3	     5782.4	3.05e-01	1.82646e-05
PSMA1	PSMA1	     5682.3	     5682.4	3.05e-01	1.82646e-05
TMEM105	TMEM105	   284186.3	   284186.4	3.05e-01	1.82646e-05
MYRF	MYRF	      745.3	      745.4	3.05e-01	1.82646e-05
KDM3A	KDM3A	    55818.3	    55818.4	3.05e-01	1.82646e-05
RPS9	RPS9	     6203.3	     6203.4	3.06e-01	1.82646e-05
TBC1D26	TBC1D26	   353149.3	   353149.4	3.06e-01	1.82646e-05
AMFR	AMFR	      267.3	      267.4	3.06e-01	1.82646e-05
CHD4	CHD4	     1108.3	     1108.4	3.06e-01	1.82646e-05
BCL3	BCL3	      602.3	      602.4	3.06e-01	1.82646e-05
HNF1B	HNF1B	     6928.3	     6928.4	3.06e-01	1.82646e-05
CTR9	CTR9	     9646.3	     9646.4	3.06e-01	1.82646e-05
SH2D2A	SH2D2A	     9047.3	     9047.4	3.06e-01	1.82646e-05
ZNF543	ZNF543	   125919.3	   125919.4	3.06e-01	1.82646e-05
C19orf33	C19orf33	    64073.3	    64073.4	3.06e-01	1.82646e-05
CRYBA1	CRYBA1	     1411.3	     1411.4	3.06e-01	1.82646e-05
CD101	CD101	     9398.3	     9398.4	3.07e-01	1.82646e-05
PLCE1	PLCE1	    51196.3	    51196.4	3.07e-01	1.82646e-05
ZNF547	ZNF547	   284306.3	   284306.4	3.07e-01	1.82646e-05
FAM135B	FAM135B	    51059.3	    51059.4	3.07e-01	1.82646e-05
SGTB	SGTB	    54557.3	    54557.4	3.07e-01	1.82646e-05
FAM3C	FAM3C	    10447.3	    10447.4	3.07e-01	1.82646e-05
BARD1	BARD1	      580.3	      580.4	3.07e-01	1.82646e-05
AKIRIN1	AKIRIN1	    79647.3	    79647.4	3.07e-01	1.82646e-05
MLF2	MLF2	     8079.3	     8079.4	3.07e-01	1.82646e-05
OR6M1	OR6M1	   390261.3	   390261.4	3.07e-01	1.82646e-05
KIF1B	KIF1B	    23095.3	    23095.4	3.07e-01	1.82646e-05
ABHD11	ABHD11	    83451.3	    83451.4	3.07e-01	1.82646e-05
DEFB126	DEFB126	    81623.3	    81623.4	3.07e-01	1.82646e-05
TRIP12	TRIP12	     9320.3	     9320.4	3.07e-01	1.82646e-05
ARFGEF1	ARFGEF1	    10565.3	    10565.4	3.08e-01	1.82646e-05
KCNS2	KCNS2	     3788.3	     3788.4	3.08e-01	1.82646e-05
RAB6A	RAB6A	     5870.3	     5870.4	3.08e-01	1.82646e-05
CKS1B	CKS1B	     1163.3	     1163.4	3.08e-01	1.82646e-05
FAM216A	FAM216A	    29902.3	    29902.4	3.09e-01	1.82646e-05
USP3	USP3	     9960.3	     9960.4	3.09e-01	1.82646e-05
BPHL	BPHL	      670.3	      670.4	3.09e-01	1.82646e-05
DDI1	DDI1	   414301.3	   414301.4	3.09e-01	1.82646e-05
PPP1R11	PPP1R11	     6992.3	     6992.4	3.09e-01	1.82646e-05
C1QTNF3	C1QTNF3	   114899.3	   114899.4	3.09e-01	1.82646e-05
EEF1G	EEF1G	     1937.3	     1937.4	3.09e-01	1.82646e-05
CHMP4A	CHMP4A	    29082.3	    29082.4	3.09e-01	1.82646e-05
MTMR6	MTMR6	     9107.3	     9107.4	3.09e-01	1.82646e-05
CENPH	CENPH	    64946.3	    64946.4	3.09e-01	1.82646e-05
NPAT	NPAT	     4863.3	     4863.4	3.09e-01	1.82646e-05
CCND2	CCND2	      894.3	      894.4	3.09e-01	1.82646e-05
SLCO1C1	SLCO1C1	    53919.3	    53919.4	3.09e-01	1.82646e-05
UBA6	UBA6	    55236.3	    55236.4	3.10e-01	1.82646e-05
SLC2A10	SLC2A10	    81031.3	    81031.4	3.10e-01	1.82646e-05
WDR77	WDR77	    79084.3	    79084.4	3.10e-01	1.82646e-05
TOB1	TOB1	    10140.3	    10140.4	3.10e-01	1.82646e-05
MRPS15	MRPS15	    64960.3	    64960.4	3.10e-01	1.82646e-05
CCL11	CCL11	     6356.3	     6356.4	3.10e-01	1.82646e-05
DCC	DCC	     1630.3	     1630.4	3.10e-01	1.82646e-05
MLLT1	MLLT1	     4298.3	     4298.4	3.10e-01	1.82646e-05
PHF10	PHF10	    55274.3	    55274.4	3.10e-01	1.82646e-05
DPP8	DPP8	    54878.3	    54878.4	3.10e-01	1.82646e-05
PRKAG3	PRKAG3	    53632.3	    53632.4	3.10e-01	1.82646e-05
F10	F10	     2159.3	     2159.4	3.10e-01	1.82646e-05
POLR2A	POLR2A	     5430.3	     5430.4	3.10e-01	1.82646e-05
LSR	LSR	    51599.3	    51599.4	3.11e-01	1.82646e-05
CAPN6	CAPN6	      827.3	      827.4	3.11e-01	1.82646e-05
MROH2B	MROH2B	   133558.3	   133558.4	3.11e-01	1.82646e-05
SLC6A11	SLC6A11	     6538.3	     6538.4	3.11e-01	1.82646e-05
CD37	CD37	      951.3	      951.4	3.11e-01	1.82646e-05
B3GALNT2	B3GALNT2	   148789.3	   148789.4	3.11e-01	1.82646e-05
LRRC19	LRRC19	    64922.3	    64922.4	3.11e-01	1.82646e-05
ATP6V0C	ATP6V0C	      527.3	      527.4	3.11e-01	1.82646e-05
SLC5A12	SLC5A12	   159963.3	   159963.4	3.11e-01	1.82646e-05
ALDH18A1	ALDH18A1	     5832.3	     5832.4	3.11e-01	1.82646e-05
PAK1IP1	PAK1IP1	    55003.3	    55003.4	3.11e-01	1.82646e-05
BRD4	BRD4	    23476.3	    23476.4	3.11e-01	1.82646e-05
CEP85L	CEP85L	   387119.3	   387119.4	3.12e-01	1.82646e-05
RUNX2	RUNX2	      860.3	      860.4	3.12e-01	1.82646e-05
TPPP2	TPPP2	   122664.3	   122664.4	3.12e-01	1.82646e-05
MMP17	MMP17	     4326.3	     4326.4	3.12e-01	1.82646e-05
SLC26A11	SLC26A11	   284129.3	   284129.4	3.12e-01	1.82646e-05
SNRNP200	SNRNP200	    23020.3	    23020.4	3.12e-01	1.82646e-05
OSCP1	OSCP1	   127700.3	   127700.4	3.12e-01	1.82646e-05
ATL3	ATL3	    25923.3	    25923.4	3.12e-01	1.82646e-05
RHOH	RHOH	      399.3	      399.4	3.12e-01	1.82646e-05
NRDE2	NRDE2	    55051.3	    55051.4	3.12e-01	1.82646e-05
KIDINS220	KIDINS220	    57498.3	    57498.4	3.13e-01	1.82646e-05
POLD1	POLD1	     5424.3	     5424.4	3.13e-01	1.82646e-05
CLIP1	CLIP1	     6249.3	     6249.4	3.13e-01	1.82646e-05
CENPF	CENPF	     1063.3	     1063.4	3.13e-01	1.82646e-05
RFC2	RFC2	     5982.3	     5982.4	3.13e-01	1.82646e-05
NEBL	NEBL	    10529.3	    10529.4	3.13e-01	1.82646e-05
ZNF432	ZNF432	     9668.3	     9668.4	3.14e-01	1.82646e-05
NXT2	NXT2	    55916.3	    55916.4	3.14e-01	1.82646e-05
AP5Z1	AP5Z1	     9907.3	     9907.4	3.14e-01	1.82646e-05
CTSK	CTSK	     1513.3	     1513.4	3.14e-01	1.82646e-05
PCSK4	PCSK4	    54760.3	    54760.4	3.14e-01	1.82646e-05
IGF2BP1	IGF2BP1	    10642.3	    10642.4	3.14e-01	1.82646e-05
HSPA8	HSPA8	     3312.3	     3312.4	3.14e-01	1.82646e-05
LAMTOR5	LAMTOR5	    10542.3	    10542.4	3.14e-01	1.82646e-05
VPS13A	VPS13A	    23230.3	    23230.4	3.14e-01	1.82646e-05
SLC25A40	SLC25A40	    55972.3	    55972.4	3.14e-01	1.82646e-05
GMPPA	GMPPA	    29926.3	    29926.4	3.14e-01	1.82646e-05
ISLR	ISLR	     3671.3	     3671.4	3.14e-01	1.82646e-05
TSPAN4	TSPAN4	     7106.3	     7106.4	3.14e-01	1.82646e-05
CAND1	CAND1	    55832.3	    55832.4	3.15e-01	1.82646e-05
HAVCR1	HAVCR1	    26762.3	    26762.4	3.15e-01	1.82646e-05
C9orf152	C9orf152	   401546.3	   401546.4	3.15e-01	1.82646e-05
LMTK3	LMTK3	   114783.3	   114783.4	3.15e-01	1.82646e-05
CDC73	CDC73	    79577.3	    79577.4	3.15e-01	1.82646e-05
INSRR	INSRR	     3645.3	     3645.4	3.15e-01	1.82646e-05
LBR	LBR	     3930.3	     3930.4	3.15e-01	1.82646e-05
CLK1	CLK1	     1195.3	     1195.4	3.15e-01	1.82646e-05
CDK2AP2	CDK2AP2	    10263.3	    10263.4	3.15e-01	1.82646e-05
TAL2	TAL2	     6887.3	     6887.4	3.15e-01	1.82646e-05
RASL11A	RASL11A	   387496.3	   387496.4	3.16e-01	1.82646e-05
EML4	EML4	    27436.3	    27436.4	3.16e-01	1.82646e-05
TIGD7	TIGD7	    91151.3	    91151.4	3.16e-01	1.82646e-05
SMCO1	SMCO1	   255798.3	   255798.4	3.16e-01	1.82646e-05
SH3GLB1	SH3GLB1	    51100.3	    51100.4	3.16e-01	1.82646e-05
C1QA	C1QA	      712.3	      712.4	3.16e-01	1.82646e-05
CUTC	CUTC	    51076.3	    51076.4	3.16e-01	1.82646e-05
AMELX	AMELX	      265.3	      265.4	3.16e-01	1.82646e-05
SLC25A51	SLC25A51	    92014.3	    92014.4	3.16e-01	1.82646e-05
MAN2C1	MAN2C1	     4123.3	     4123.4	3.16e-01	1.82646e-05
ITGB5	ITGB5	     3693.3	     3693.4	3.16e-01	1.82646e-05
WDR17	WDR17	   116966.3	   116966.4	3.16e-01	1.82646e-05
CD109	CD109	   135228.3	   135228.4	3.17e-01	1.82646e-05
TADA2B	TADA2B	    93624.3	    93624.4	3.17e-01	1.82646e-05
SLC17A6	SLC17A6	    57084.3	    57084.4	3.17e-01	1.82646e-05
CRYAA	CRYAA	     1409.3	     1409.4	3.17e-01	1.82646e-05
MMP19	MMP19	     4327.3	     4327.4	3.17e-01	1.82646e-05
PON2	PON2	     5445.3	     5445.4	3.17e-01	1.82646e-05
ZNF687	ZNF687	    57592.3	    57592.4	3.17e-01	1.82646e-05
CSGALNACT1	CSGALNACT1	    55790.3	    55790.4	3.17e-01	1.82646e-05
UBE2D2	UBE2D2	     7322.3	     7322.4	3.17e-01	1.82646e-05
MRPL47	MRPL47	    57129.3	    57129.4	3.17e-01	1.82646e-05
HK2	HK2	     3099.3	     3099.4	3.17e-01	1.82646e-05
SPRR1A	SPRR1A	     6698.3	     6698.4	3.17e-01	1.82646e-05
SVIP	SVIP	   258010.3	   258010.4	3.17e-01	1.82646e-05
ANKRD24	ANKRD24	   170961.3	   170961.4	3.18e-01	1.82646e-05
ARRB1	ARRB1	      408.3	      408.4	3.18e-01	1.82646e-05
TRPV2	TRPV2	    51393.3	    51393.4	3.18e-01	1.82646e-05
RPF1	RPF1	    80135.3	    80135.4	3.18e-01	1.82646e-05
BLOC1S2	BLOC1S2	   282991.3	   282991.4	3.18e-01	1.82646e-05
NUDCD2	NUDCD2	   134492.3	   134492.4	3.18e-01	1.82646e-05
CD302	CD302	     9936.3	     9936.4	3.18e-01	1.82646e-05
TEX19	TEX19	   400629.3	   400629.4	3.18e-01	1.82646e-05
GPX2	GPX2	     2877.3	     2877.4	3.18e-01	1.82646e-05
HLA-DOB	HLA-DOB	     3112.3	     3112.4	3.18e-01	1.82646e-05
LMTK2	LMTK2	    22853.3	    22853.4	3.19e-01	1.82646e-05
MANSC1	MANSC1	    54682.3	    54682.4	3.19e-01	1.82646e-05
RASD2	RASD2	    23551.3	    23551.4	3.19e-01	1.82646e-05
PRPF18	PRPF18	     8559.3	     8559.4	3.19e-01	1.82646e-05
C5orf22	C5orf22	    55322.3	    55322.4	3.19e-01	1.82646e-05
TMEM239	TMEM239	100288797.3	100288797.4	3.19e-01	1.82646e-05
CLEC1B	CLEC1B	    51266.3	    51266.4	3.19e-01	1.82646e-05
ARSI	ARSI	   340075.3	   340075.4	3.19e-01	1.82646e-05
NAGK	NAGK	    55577.3	    55577.4	3.19e-01	1.82646e-05
